id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
6cckn2Tk/,6cckn2Tk88,88,81,"Goal!  Real Madrid 7, Celta de Vigo 1. Gareth Bale (Real Madrid) left footed shot from outside the box to the bottom right corner. Assisted by Casemiro following a fast break.",1,12.0,1,Real Madrid,Celta Vigo,gareth bale,casemiro,,,4.0,1.0,1,15.0,2.0,1,1.0,1
nNaCDpRe/,nNaCDpRe83,83,66,"Goal!  Real Madrid 3, Sevilla 0. Gareth Bale (Real Madrid) right footed shot from very close range to the bottom right corner. Assisted by Karim Benzema.",1,12.0,1,Real Madrid,Sevilla,gareth bale,karim benzema,,,4.0,1.0,1,13.0,1.0,1,1.0,0
zHJZzuPJ/,zHJZzuPJ42,42,50,"Goal!  Getafe 0, Real Madrid 3. Gareth Bale (Real Madrid) left footed shot from the centre of the box to the bottom left corner. Assisted by Karim Benzema with a through ball.",1,12.0,2,Real Madrid,Getafe,gareth bale,karim benzema,,,3.0,1.0,1,3.0,2.0,4,1.0,0
6w1YggVb/,6w1YggVb26,26,35,"Goal!  Rayo Vallecano 2, Real Madrid 1. Gareth Bale (Real Madrid) header from very close range to the bottom left corner. Assisted by Toni Kroos with a cross following a corner.",1,12.0,2,Real Madrid,Rayo Vallecano,gareth bale,toni kroos,,,3.0,1.0,1,13.0,3.0,2,3.0,0
6w1YggVb/,6w1YggVb84,84,81,"Goal!  Rayo Vallecano 2, Real Madrid 3. Gareth Bale (Real Madrid) left footed shot from the left side of the box to the centre of the goal.",1,,2,Real Madrid,Rayo Vallecano,gareth bale,,,,5.0,1.0,1,9.0,2.0,0,1.0,0
n3mscAOO/,n3mscAOO106,106,80,"Goal!  Real Sociedad 0, Real Madrid 1. Gareth Bale (Real Madrid) header from the centre of the box to the top right corner. Assisted by Lucas VA¡zquez with a cross.",1,12.0,2,Real Madrid,Real Sociedad,gareth bale,lucas vazquez,,,13.0,1.0,1,3.0,3.0,2,1.0,0
EHceebnk/,EHceebnk3,3,2,"Goal!  Real Sociedad 0, Real Madrid 1. Gareth Bale (Real Madrid) header from the centre of the box to the bottom right corner. Assisted by Daniel Carvajal with a cross.",1,12.0,2,Real Madrid,Real Sociedad,gareth bale,daniel carvajal,,,4.0,1.0,1,3.0,3.0,2,1.0,0
EHceebnk/,EHceebnk110,110,94,"Goal!  Real Sociedad 0, Real Madrid 3. Gareth Bale (Real Madrid) left footed shot from the left side of the six yard box to the centre of the goal. Assisted by James Rodriguez.",1,12.0,2,Real Madrid,Real Sociedad,gareth bale,james rodriguez,,,5.0,1.0,1,10.0,2.0,1,1.0,0
fqqahLZ0/,fqqahLZ07,7,17,"Goal!  Real Madrid 1, Eibar 1. Gareth Bale (Real Madrid) header from very close range to the centre of the goal. Assisted by Cristiano Ronaldo with a cross.",1,12.0,1,Real Madrid,Eibar,gareth bale,cristiano ronaldo,,,5.0,1.0,1,13.0,3.0,2,1.0,0
zoaZs2ib/,zoaZs2ib31,31,38,"Goal!  Real Madrid 1, Leganes 0. Gareth Bale (Real Madrid) left footed shot from the left side of the six yard box to the bottom left corner. Assisted by Isco with a through ball.",1,12.0,1,Real Madrid,Leganes,gareth bale,isco,,,3.0,1.0,1,10.0,2.0,4,1.0,0
zoaZs2ib/,zoaZs2ib46,46,45,"Goal!  Real Madrid 2, Leganes 0. Gareth Bale (Real Madrid) left footed shot from very close range to the centre of the goal. Assisted by Alvaro Morata following a set piece situation.",1,12.0,1,Real Madrid,Leganes,gareth bale,alvaro morata,,,5.0,1.0,1,13.0,2.0,1,2.0,0
